Ref,Choice R3,Integration [HH] R3,Total Depth R3,Choice R3 normal,Integration [HH] R3 normal,Total Depth R3 normal
9159,0,0.63684219,14,0,0.145945814,0.063492063
9160,10,1.2063863,21,0.061728395,0.419817823,0.119047619
9161,0,1.1768752,34,0,0.405627062,0.222222222
9162,12,1.31797,35,0.074074074,0.473474162,0.23015873
9163,0,0.68957245,17,0,0.171301782,0.087301587
9164,32,1.606352,40,0.197530864,0.612146052,0.26984127
9165,18,1.5110798,54,0.111111111,0.56633329,0.380952381
9166,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9167,4,0.69804502,10,0.024691358,0.175375917,0.031746032
9168,0,0.33333334,6,0,0,0
9169,40,1.7372102,65,0.24691358,0.675070762,0.468253968
9170,23,1.569167,29,0.141975309,0.594265206,0.182539683
9171,26,1.6261337,34,0.160493827,0.621658316,0.222222222
9172,16,1.4028426,40,0.098765432,0.514286154,0.26984127
9173,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9174,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9175,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9176,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9177,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9178,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9179,8,1,20,0.049382716,0.320574534,0.111111111
9180,14,1.2989333,26,0.086419753,0.464320141,0.158730159
9181,36,1.6700469,54,0.222222222,0.642774496,0.380952381
9182,0,0.33333334,6,0,0,0
9183,4,0.70398736,7,0.024691358,0.178233361,0.007936508
9184,6,0.87255627,9,0.037037037,0.259291712,0.023809524
9185,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9186,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9187,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9188,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9189,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9190,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9191,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9192,8,1,20,0.049382716,0.320574534,0.111111111
9193,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9194,18,1.3845592,31,0.111111111,0.505494365,0.198412698
9195,16,1.2989333,26,0.098765432,0.464320141,0.158730159
9196,24,1.5365106,41,0.148148148,0.57856199,0.277777778
9197,24,1.5364467,38,0.148148148,0.578531263,0.253968254
9198,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9199,8,1,20,0.049382716,0.320574534,0.111111111
9200,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9201,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9202,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9203,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9204,8,1,20,0.049382716,0.320574534,0.111111111
9205,14,1.31797,35,0.086419753,0.473474162,0.23015873
9206,26,1.5364467,38,0.160493827,0.578531263,0.253968254
9207,37,1.8328277,40,0.228395062,0.721049566,0.26984127
9208,24,1.6981779,36,0.148148148,0.65630162,0.238095238
9209,8,1.0445806,26,0.049382716,0.342011642,0.158730159
9210,0,0.49860358,12,0,0.079472146,0.047619048
9211,44,1.8599865,37,0.271604938,0.734109196,0.246031746
9212,0,1.1191936,25,0,0.377890184,0.150793651
9213,0,0.33333334,6,0,0,0
9214,4,0.72781962,13,0.024691358,0.189693385,0.055555556
9215,10,1.1981546,37,0.061728395,0.415859513,0.246031746
9216,30,1.8344558,60,0.185185185,0.721832457,0.428571429
9217,0,0.91666669,21,0,0.280502728,0.119047619
9218,18,1.5448366,47,0.111111111,0.582565645,0.325396825
9219,20,1.550553,32,0.12345679,0.585314444,0.206349206
9220,36,1.7257152,53,0.222222222,0.669543256,0.373015873
9221,34,1.6926663,66,0.209876543,0.653651302,0.476190476
9222,16,1.5110798,54,0.098765432,0.56633329,0.380952381
9223,10,1.238816,33,0.061728395,0.435412027,0.214285714
9224,16,1.471094,30,0.098765432,0.547105646,0.19047619
9225,12,1.3873683,28,0.074074074,0.506845154,0.174603175
9226,0,0.76619166,16,0,0.208145033,0.079365079
9227,30,1.6261337,34,0.185185185,0.621658316,0.222222222
9228,32,1.6981779,36,0.197530864,0.65630162,0.238095238
9229,18,1.3845592,31,0.111111111,0.505494365,0.198412698
9230,16,1.2989333,26,0.098765432,0.464320141,0.158730159
9231,28,1.5405476,35,0.172839506,0.580503229,0.23015873
9232,0,1.0952908,32,0,0.36639624,0.206349206
9233,42,1.7495173,41,0.259259259,0.680988777,0.277777778
9234,0,1.3845592,31,0,0.505494365,0.198412698
9235,33,1.6981779,36,0.203703704,0.65630162,0.238095238
9236,20,1.4635203,36,0.12345679,0.543463743,0.238095238
9237,16,1.31797,35,0.098765432,0.473474162,0.23015873
9238,16,1.3873683,28,0.098765432,0.506845154,0.174603175
9239,6,0.8870222,18,0.037037037,0.266247825,0.095238095
9240,0,0.42239243,9,0,0.042825115,0.023809524
9241,32,1.6037242,43,0.197530864,0.610882443,0.293650794
9242,28,1.5405476,35,0.172839506,0.580503229,0.23015873
9243,28,1.5405476,35,0.172839506,0.580503229,0.23015873
9244,16,1.3938289,37,0.098765432,0.50995181,0.246031746
9245,12,1.2726263,39,0.074074074,0.451670109,0.261904762
9246,22,1.6042534,46,0.135802469,0.611136915,0.317460317
9247,36,1.6741856,57,0.222222222,0.644764639,0.404761905
9248,36,1.6700469,54,0.222222222,0.642774496,0.380952381
9249,20,1.4666082,39,0.12345679,0.544948596,0.261904762
9250,20,1.5,51,0.12345679,0.561005437,0.357142857
9251,12,1.2222222,18,0.074074074,0.427432702,0.095238095
9252,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9253,6,0.8870222,18,0.037037037,0.266247825,0.095238095
9254,8,1,20,0.049382716,0.320574534,0.111111111
9255,14,1.3270249,20,0.086419753,0.477828318,0.111111111
9256,12,1.2222222,18,0.074074074,0.427432702,0.095238095
9257,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9258,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9259,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9260,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9261,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9262,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9263,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9264,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9265,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9266,12,1.2052853,24,0.074074074,0.419288394,0.142857143
9267,12,1.2222222,18,0.074074074,0.427432702,0.095238095
9268,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9269,10,1.1365665,28,0.061728395,0.386244148,0.174603175
9270,20,1.5365106,41,0.12345679,0.57856199,0.277777778
9271,60,1.975305,78,0.37037037,0.789561458,0.571428571
9272,84,2.1024222,84,0.518518519,0.850687264,0.619047619
9273,36,1.6666666,48,0.222222222,0.641149039,0.333333333
9274,12,1.3006579,29,0.074074074,0.465149435,0.182539683
9275,0,0.68957245,17,0,0.171301782,0.087301587
9276,16,1.3845592,31,0.098765432,0.505494365,0.198412698
9277,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9278,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9279,6,0.87255627,9,0.037037037,0.259291712,0.023809524
9280,4,0.70398736,7,0.024691358,0.178233361,0.007936508
9281,0,0.33333334,6,0,0,0
9282,10,1.3873683,28,0.061728395,0.506845154,0.174603175
9283,3,1.1191936,25,0.018518519,0.377890184,0.150793651
9284,9,1.3845592,31,0.055555556,0.505494365,0.198412698
9285,36,1.6734514,42,0.222222222,0.64441159,0.285714286
9286,22,1.5405476,35,0.135802469,0.580503229,0.23015873
9287,22,1.550553,32,0.135802469,0.585314444,0.206349206
9288,40,1.7257152,53,0.24691358,0.669543256,0.373015873
9289,56,1.8855816,74,0.345679012,0.746416902,0.53968254
9290,19,1.6734514,42,0.117283951,0.64441159,0.285714286
9291,14,1.4666082,39,0.086419753,0.544948596,0.261904762
9292,28,1.6734514,42,0.172839506,0.64441159,0.285714286
9293,18,1.3076391,32,0.111111111,0.468506427,0.206349206
9294,48,2.0004239,60,0.296296296,0.801640177,0.428571429
9295,14,1.2123377,27,0.086419753,0.422679624,0.166666667
9296,18,1.3845592,31,0.111111111,0.505494365,0.198412698
9297,12,1.2063863,21,0.074074074,0.419817823,0.119047619
9298,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9299,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9300,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9301,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9302,16,1.3845592,31,0.098765432,0.505494365,0.198412698
9303,12,1.2052853,24,0.074074074,0.419288394,0.142857143
9304,10,1.1365665,28,0.061728395,0.386244148,0.174603175
9305,16,1.3873369,34,0.098765432,0.506830055,0.222222222
9306,32,1.7812788,58,0.197530864,0.696261669,0.412698413
9307,20,1.4028426,40,0.12345679,0.514286154,0.26984127
9308,0,1.6178579,55,0,0.6176788,0.388888889
9309,72,1.9758738,75,0.444444444,0.789834972,0.547619048
9310,40,1.7269484,50,0.24691358,0.670136255,0.349206349
9311,18,1.4666082,39,0.111111111,0.544948596,0.261904762
9312,8,1.0697098,29,0.049382716,0.354095314,0.182539683
9313,8,1,20,0.049382716,0.320574534,0.111111111
9314,12,1.2671746,15,0.074074074,0.449048595,0.071428571
9315,0,1.0445806,26,0,0.342011642,0.158730159
9316,28,1.5364467,38,0.172839506,0.578531263,0.253968254
9317,26,1.6684235,45,0.160493827,0.641993865,0.30952381
9318,30,1.7495173,41,0.185185185,0.680988777,0.277777778
9319,48,1.8337219,63,0.296296296,0.721479553,0.452380952
9320,60,1.9329244,67,0.37037037,0.769182246,0.484126984
9321,54,1.8861139,62,0.333333333,0.746672864,0.444444444
9322,0,0.8870222,18,0,0.266247825,0.095238095
9323,0,0.8870222,18,0,0.266247825,0.095238095
9324,24,1.4644111,33,0.148148148,0.543892094,0.214285714
9325,16,1.4028426,40,0.098765432,0.514286154,0.26984127
9326,8,1.0445806,26,0.049382716,0.342011642,0.158730159
9327,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9328,10,1.1492875,13,0.061728395,0.392361191,0.055555556
9329,36,1.6684235,45,0.222222222,0.641993865,0.30952381
9330,36,1.6673985,51,0.222222222,0.641500982,0.357142857
9331,0,1.0207884,23,0,0.330570882,0.134920635
9332,0,1.3746208,47,0,0.500715368,0.325396825
9333,28,1.550553,32,0.172839506,0.585314444,0.206349206
9334,14,1.2989333,26,0.086419753,0.464320141,0.158730159
9335,8,1,20,0.049382716,0.320574534,0.111111111
9336,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9337,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9338,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9339,16,1.3845592,31,0.098765432,0.505494365,0.198412698
9340,32,1.6261337,34,0.197530864,0.621658316,0.222222222
9341,8,1.3938289,37,0.049382716,0.50995181,0.246031746
9342,8,1.3873369,34,0.049382716,0.506830055,0.222222222
9343,24,1.6037242,43,0.148148148,0.610882443,0.293650794
9344,24,1.606352,40,0.148148148,0.612146052,0.26984127
9345,0,0.33333334,6,0,0,0
9346,4,0.70398736,7,0.024691358,0.178233361,0.007936508
9347,6,0.87255627,9,0.037037037,0.259291712,0.023809524
9348,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9349,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9350,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9351,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9352,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9353,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9354,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9355,16,1.3938289,37,0.098765432,0.50995181,0.246031746
9356,0,1.1768752,34,0,0.405627062,0.222222222
9357,16,1.4864661,27,0.098765432,0.554497501,0.166666667
9358,8,1.1058542,22,0.049382716,0.371475776,0.126984127
9359,6,1.0207884,23,0.037037037,0.330570882,0.134920635
9360,12,1.3076391,32,0.074074074,0.468506427,0.206349206
9361,22,1.550553,32,0.135802469,0.585314444,0.206349206
9362,20,1.4635203,36,0.12345679,0.543463743,0.238095238
9363,8,1.1087778,16,0.049382716,0.372881623,0.079365079
9364,0,0.58170414,11,0,0.119432031,0.03968254
9365,16,1.3270249,20,0.098765432,0.477828318,0.111111111
9366,16,1.3006579,29,0.098765432,0.465149435,0.182539683
9367,12,1.2063863,21,0.074074074,0.419817823,0.119047619
9368,10,1.1191936,25,0.061728395,0.377890184,0.150793651
9369,14,1.31797,35,0.086419753,0.473474162,0.23015873
9370,37,1.7269484,50,0.228395062,0.670136255,0.349206349
9371,29,1.606352,40,0.179012346,0.612146052,0.26984127
9372,12,1.2989333,26,0.074074074,0.464320141,0.158730159
9373,7,1,20,0.043209877,0.320574534,0.111111111
9374,7,1.0445806,26,0.043209877,0.342011642,0.158730159
9375,16,1.4724894,42,0.098765432,0.54777664,0.285714286
9376,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9377,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9378,4,0.69804502,10,0.024691358,0.175375917,0.031746032
9379,0,0.33333334,6,0,0,0
9380,6,1.2671746,15,0.037037037,0.449048595,0.071428571
9381,7,1.2671746,15,0.043209877,0.449048595,0.071428571
9382,5,1.2671746,15,0.030864198,0.449048595,0.071428571
9383,6,1.2671746,15,0.037037037,0.449048595,0.071428571
9384,57,2.0270002,71,0.351851852,0.814419705,0.515873016
9385,56,1.8962001,56,0.345679012,0.751522933,0.396825397
9386,28,1.7269484,50,0.172839506,0.670136255,0.349206349
9387,29,1.7852225,52,0.179012346,0.698158043,0.365079365
9388,26,1.7379411,44,0.160493827,0.675422224,0.301587302
9389,22,1.5364467,38,0.135802469,0.578531263,0.253968254
9390,16,1.3076391,32,0.098765432,0.468506427,0.206349206
9391,0,1.3873369,34,0,0.506830055,0.222222222
9392,25,1.6684235,45,0.154320988,0.641993865,0.30952381
9393,12,1.2123377,27,0.074074074,0.422679624,0.166666667
9394,10,1.1365665,28,0.061728395,0.386244148,0.174603175
9395,16,1.3845592,31,0.098765432,0.505494365,0.198412698
9396,0,0.98510355,14,0,0.3134114,0.063492063
9397,16,1.375,17,0.098765432,0.500897711,0.087301587
9398,15,1.4666082,39,0.092592593,0.544948596,0.261904762
9399,13,1.4666082,39,0.080246914,0.544948596,0.261904762
9400,34,1.6673985,51,0.209876543,0.641500982,0.357142857
9401,30,1.6734514,42,0.185185185,0.64441159,0.285714286
9402,34,1.6700469,54,0.209876543,0.642774496,0.380952381
9403,0,0.42239243,9,0,0.042825115,0.023809524
9404,6,0.94787496,24,0.037037037,0.295509593,0.142857143
9405,20,1.5448366,47,0.12345679,0.582565645,0.325396825
9406,55,2.124928,50,0.339506173,0.861509444,0.349206349
9407,31,1.8135039,43,0.191358025,0.711757489,0.293650794
9408,0,1.4724894,42,0,0.54777664,0.285714286
9409,31,1.8328277,40,0.191358025,0.721049566,0.26984127
9410,0,1.4666082,39,0,0.544948596,0.261904762
9411,20,1.5405476,35,0.12345679,0.580503229,0.23015873
9412,10,1.2409762,43,0.061728395,0.436450785,0.293650794
9413,18,1.4803609,45,0.111111111,0.551561744,0.30952381
9414,46,1.7812788,58,0.283950617,0.696261669,0.412698413
9415,40,1.7379411,44,0.24691358,0.675422224,0.301587302
9416,0,1.4896638,48,0,0.556035153,0.333333333
9417,0,0.84912294,12,0,0.248023519,0.047619048
9418,28,1.5364467,38,0.172839506,0.578531263,0.253968254
9419,20,1.5365106,41,0.12345679,0.57856199,0.277777778
9420,10,1.1365665,28,0.061728395,0.386244148,0.174603175
9421,8,1.0445806,26,0.049382716,0.342011642,0.158730159
9422,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9423,60,1.8839941,65,0.37037037,0.745653533,0.468253968
9424,52,1.8855816,74,0.320987654,0.746416902,0.53968254
9425,32,1.6037242,43,0.197530864,0.610882443,0.293650794
9426,32,1.6042534,46,0.197530864,0.611136915,0.317460317
9427,18,1.4028426,40,0.111111111,0.514286154,0.26984127
9428,18,1.3845592,31,0.111111111,0.505494365,0.198412698
9429,18,1.4028426,40,0.111111111,0.514286154,0.26984127
9430,18,1.3845592,31,0.111111111,0.505494365,0.198412698
9431,40,1.7257152,53,0.24691358,0.669543256,0.373015873
9432,36,1.6684235,45,0.222222222,0.641993865,0.30952381
9433,28,1.5365106,41,0.172839506,0.57856199,0.277777778
9434,28,1.5405476,35,0.172839506,0.580503229,0.23015873
9435,20,1.4666082,39,0.12345679,0.544948596,0.261904762
9436,20,1.4803609,45,0.12345679,0.551561744,0.30952381
9437,36,1.6673985,51,0.222222222,0.641500982,0.357142857
9438,56,1.8861139,62,0.345679012,0.746672864,0.444444444
9439,40,1.7257152,53,0.24691358,0.669543256,0.373015873
9440,14,1.3076391,32,0.086419753,0.468506427,0.206349206
9441,18,1.4635203,36,0.111111111,0.543463743,0.238095238
9442,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9443,16,1.3845592,31,0.098765432,0.505494365,0.198412698
9444,0,1.0445806,26,0,0.342011642,0.158730159
9445,50,1.8337219,63,0.308641975,0.721479553,0.452380952
9446,12,1.2222222,18,0.074074074,0.427432702,0.095238095
9447,10,1.1191936,25,0.061728395,0.377890184,0.150793651
9448,14,1.3076391,32,0.086419753,0.468506427,0.206349206
9449,0,1.1365665,28,0,0.386244148,0.174603175
9450,48,1.8470125,78,0.296296296,0.727870494,0.571428571
9451,29,1.6794915,60,0.179012346,0.647316044,0.428571429
9452,0,0.42239243,9,0,0.042825115,0.023809524
9453,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9454,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9455,12,1.2222222,18,0.074074074,0.427432702,0.095238095
9456,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9457,10,1.1768752,34,0.061728395,0.405627062,0.222222222
9458,24,1.6666666,48,0.148148148,0.641149039,0.333333333
9459,11,1.2222222,18,0.067901235,0.427432702,0.095238095
9460,9,1.1191936,25,0.055555556,0.377890184,0.150793651
9461,14,1.4135897,43,0.086419753,0.519454024,0.293650794
9462,10,1.2222222,18,0.061728395,0.427432702,0.095238095
9463,7,1.1191936,25,0.043209877,0.377890184,0.150793651
9464,13,1.4135897,43,0.080246914,0.519454024,0.293650794
9465,24,1.6673985,51,0.148148148,0.641500982,0.357142857
9466,12,1.2552096,36,0.074074074,0.443295083,0.238095238
9467,12,1.2123377,27,0.074074074,0.422679624,0.166666667
9468,66,1.9363272,64,0.407407407,0.770818522,0.46031746
9469,12,1.2052853,24,0.074074074,0.419288394,0.142857143
9470,10,1.1191936,25,0.061728395,0.377890184,0.150793651
9471,14,1.3304729,38,0.086419753,0.47948633,0.253968254
9472,0,0.49860358,12,0,0.079472146,0.047619048
9473,8,1.0697098,29,0.049382716,0.354095314,0.182539683
9474,26,1.7257152,53,0.160493827,0.669543256,0.373015873
9475,25,1.6474625,31,0.154320988,0.631914521,0.198412698
9476,25,1.6261337,34,0.154320988,0.621658316,0.222222222
9477,12,1.4644111,33,0.074074074,0.543892094,0.214285714
9478,12,1.4803609,45,0.074074074,0.551561744,0.30952381
9479,0,0.42239243,9,0,0.042825115,0.023809524
9480,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9481,14,1.3270249,20,0.086419753,0.477828318,0.111111111
9482,0,1.5785179,59,0,0.598761696,0.420634921
9483,0,1.1191936,25,0,0.377890184,0.150793651
9484,15,1.6008096,26,0.092592593,0.609480923,0.158730159
9485,16,1.569167,29,0.098765432,0.594265206,0.182539683
9486,20,1.7342104,25,0.12345679,0.673628273,0.150793651
9487,11,1.6812503,28,0.067901235,0.648161784,0.174603175
9488,16,1.6008096,26,0.098765432,0.609480923,0.158730159
9489,16,1.3988512,25,0.098765432,0.512366842,0.150793651
9490,7,1,20,0.043209877,0.320574534,0.111111111
9491,3,0.8619656,15,0.018518519,0.254199063,0.071428571
9492,4,1,20,0.024691358,0.320574534,0.111111111
9493,13,1.3988512,25,0.080246914,0.512366842,0.150793651
9494,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9495,8,1,20,0.049382716,0.320574534,0.111111111
9496,6,0.8870222,18,0.037037037,0.266247825,0.095238095
9497,8,1,20,0.049382716,0.320574534,0.111111111
9498,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9499,14,1.3076391,32,0.086419753,0.468506427,0.206349206
9500,10,1.1561403,31,0.061728395,0.395656441,0.198412698
9501,16,1.3845592,31,0.098765432,0.505494365,0.198412698
9502,32,1.6132691,37,0.197530864,0.615472221,0.246031746
9503,0,0.98558021,17,0,0.313640608,0.087301587
9504,32,1.7257152,53,0.197530864,0.669543256,0.373015873
9505,28,1.6684235,45,0.172839506,0.641993865,0.30952381
9506,28,1.7269484,50,0.172839506,0.670136255,0.349206349
9507,40,1.7325417,62,0.24691358,0.672825859,0.444444444
9508,37,1.7265038,56,0.228395062,0.669922463,0.396825397
9509,32,1.6071428,49,0.197530864,0.612526317,0.341269841
9510,36,1.6673985,51,0.222222222,0.641500982,0.357142857
9511,20,1.4896638,48,0.12345679,0.556035153,0.333333333
9512,20,1.5,51,0.12345679,0.561005437,0.357142857
9513,14,1.4028426,40,0.086419753,0.514286154,0.26984127
9514,0,0.73918515,20,0,0.195158634,0.111111111
9515,52,1.8344153,66,0.320987654,0.721812982,0.476190476
9516,71,2.2486382,59,0.438271605,0.920996954,0.420634921
9517,45,2.1571438,47,0.277777778,0.877000791,0.325396825
9518,50,2.0790501,56,0.308641975,0.839448514,0.396825397
9519,17,1.5598243,53,0.104938272,0.589772658,0.373015873
9520,7,1.1768752,34,0.043209877,0.405627062,0.222222222
9521,12,1.3076391,32,0.074074074,0.468506427,0.206349206
9522,33,1.8839941,65,0.203703704,0.745653533,0.468253968
9523,54,1.9758738,75,0.333333333,0.789834972,0.547619048
9524,12,1.6132691,37,0.074074074,0.615472221,0.246031746
9525,4,1.3443909,41,0.024691358,0.486178964,0.277777778
9526,20,1.7812788,58,0.12345679,0.696261669,0.412698413
9527,44,2.0326941,68,0.271604938,0.817157684,0.492063492
9528,48,1.8337219,63,0.296296296,0.721479553,0.452380952
9529,50,1.8344558,60,0.308641975,0.721832457,0.428571429
9530,10,1.2736844,10,0.061728395,0.452178909,0.031746032
9531,6,0.87255627,9,0.037037037,0.259291712,0.023809524
9532,0,0.42239243,9,0,0.042825115,0.023809524
9533,40,1.7307693,47,0.24691358,0.671973579,0.325396825
9534,0,0.98558021,17,0,0.313640608,0.087301587
9535,20,1.4744722,19,0.12345679,0.548730093,0.103174603
9536,14,1.3270249,20,0.086419753,0.477828318,0.111111111
9537,8,1,20,0.049382716,0.320574534,0.111111111
9538,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9539,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9540,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9541,12,1.2222222,18,0.074074074,0.427432702,0.095238095
9542,40,1.7372102,65,0.24691358,0.675070762,0.468253968
9543,32,1.6178579,55,0.197530864,0.6176788,0.388888889
9544,14,1.3076391,32,0.086419753,0.468506427,0.206349206
9545,10,1.1365665,28,0.061728395,0.386244148,0.174603175
9546,14,1.3076391,32,0.086419753,0.468506427,0.206349206
9547,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9548,10,1.1365665,28,0.061728395,0.386244148,0.174603175
9549,14,1.31797,35,0.086419753,0.473474162,0.23015873
9550,24,1.4635203,36,0.148148148,0.543463743,0.238095238
9551,14,1.3076391,32,0.086419753,0.468506427,0.206349206
9552,8,1,20,0.049382716,0.320574534,0.111111111
9553,6,0.8870222,18,0.037037037,0.266247825,0.095238095
9554,8,1,20,0.049382716,0.320574534,0.111111111
9555,14,1.2989333,26,0.086419753,0.464320141,0.158730159
9556,18,1.3938289,37,0.111111111,0.50995181,0.246031746
9557,18,1.3938289,37,0.111111111,0.50995181,0.246031746
9558,32,1.6042534,46,0.197530864,0.611136915,0.317460317
9559,36,1.6734514,42,0.222222222,0.64441159,0.285714286
9560,14,1.3076391,32,0.086419753,0.468506427,0.206349206
9561,10,1.1561403,31,0.061728395,0.395656441,0.198412698
9562,16,1.3873369,34,0.098765432,0.506830055,0.222222222
9563,18,1.3845592,31,0.111111111,0.505494365,0.198412698
9564,16,1.3006579,29,0.098765432,0.465149435,0.182539683
9565,16,1.3845592,31,0.098765432,0.505494365,0.198412698
9566,8,1.0445806,26,0.049382716,0.342011642,0.158730159
9567,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9568,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9569,28,1.5405476,35,0.172839506,0.580503229,0.23015873
9570,32,1.606352,40,0.197530864,0.612146052,0.26984127
9571,14,1.3006579,29,0.086419753,0.465149435,0.182539683
9572,8,1,20,0.049382716,0.320574534,0.111111111
9573,6,0.8870222,18,0.037037037,0.266247825,0.095238095
9574,8,1,20,0.049382716,0.320574534,0.111111111
9575,14,1.3270249,20,0.086419753,0.477828318,0.111111111
9576,18,1.3845592,31,0.111111111,0.505494365,0.198412698
9577,16,1.3006579,29,0.098765432,0.465149435,0.182539683
9578,16,1.4028426,40,0.098765432,0.514286154,0.26984127
9579,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9580,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9581,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9582,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9583,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9584,8,1.0207884,23,0.049382716,0.330570882,0.134920635
9585,16,1.3873369,34,0.098765432,0.506830055,0.222222222
9586,32,1.6042534,46,0.197530864,0.611136915,0.317460317
9587,24,1.6700469,54,0.148148148,0.642774496,0.380952381
9588,10,1.1561403,31,0.061728395,0.395656441,0.198412698
9589,6,0.8870222,18,0.037037037,0.266247825,0.095238095
9590,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9591,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9592,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9593,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9594,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9595,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9596,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9597,6,0.87255627,9,0.037037037,0.259291712,0.023809524
9598,4,0.70398736,7,0.024691358,0.178233361,0.007936508
9599,0,0.33333334,6,0,0,0
9600,50,1.8344153,66,0.308641975,0.721812982,0.476190476
9601,0,0.42239243,9,0,0.042825115,0.023809524
9602,6,0.8870222,18,0.037037037,0.266247825,0.095238095
9603,16,1.3873369,34,0.098765432,0.506830055,0.222222222
9604,32,1.6042534,46,0.197530864,0.611136915,0.317460317
9605,0,1.1561403,31,0,0.395656441,0.198412698
9606,28,1.5365106,41,0.172839506,0.57856199,0.277777778
9607,32,1.6042534,46,0.197530864,0.611136915,0.317460317
9608,28,1.5364467,38,0.172839506,0.578531263,0.253968254
9609,14,1.2989333,26,0.086419753,0.464320141,0.158730159
9610,8,0.98558021,17,0.049382716,0.313640608,0.087301587
9611,4,0.69804502,10,0.024691358,0.175375917,0.031746032
9612,0,0.33333334,6,0,0,0
9613,14,1.2989333,26,0.086419753,0.464320141,0.158730159
9614,8,1,20,0.049382716,0.320574534,0.111111111
9615,6,0.8619656,15,0.037037037,0.254199063,0.071428571
9616,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9617,6,0.84912294,12,0.037037037,0.248023519,0.047619048
9618,6,0.8619656,15,0.037037037,0.254199063,0.071428571
