Ref,x1,y1,x2,y2,Choice,Choice R3,Choice R5,Choice R7,Choice R9,Choice [Connectivity Wgt],Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R5,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt] R9,Choice [Connectivity Wgt][Norm],Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R5,Choice [Connectivity Wgt][Norm] R7,Choice [Connectivity Wgt][Norm] R9,Choice [Norm],Choice [Norm] R3,Choice [Norm] R5,Choice [Norm] R7,Choice [Norm] R9,Connectivity,Control,Controllability,Entropy,Entropy R3,Entropy R5,Entropy R7,Entropy R9,Harmonic Mean Depth,Harmonic Mean Depth R3,Harmonic Mean Depth R5,Harmonic Mean Depth R7,Harmonic Mean Depth R9,Integration [HH],Integration [HH] R3,Integration [HH] R5,Integration [HH] R7,Integration [HH] R9,Integration [P-value],Integration [P-value] R3,Integration [P-value] R5,Integration [P-value] R7,Integration [P-value] R9,Integration [Tekl],Integration [Tekl] R3,Integration [Tekl] R5,Integration [Tekl] R7,Integration [Tekl] R9,Intensity,Intensity R3,Intensity R5,Intensity R7,Intensity R9,Line Length,Mean Depth,Mean Depth R3,Mean Depth R5,Mean Depth R7,Mean Depth R9,Mean Depth [Connectivity Wgt],Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R5,Mean Depth [Connectivity Wgt] R7,Mean Depth [Connectivity Wgt] R9,Node Count,Node Count R3,Node Count R5,Node Count R7,Node Count R9,RA,RA R3,RA R5,RA R7,RA R9,RA [Penn],RA [Penn] R3,RA [Penn] R5,RA [Penn] R7,RA [Penn] R9,RRA,RRA R3,RRA R5,RRA R7,RRA R9,Relativised Entropy,Relativised Entropy R3,Relativised Entropy R5,Relativised Entropy R7,Relativised Entropy R9,Total Connectivity,Total Connectivity R3,Total Connectivity R5,Total Connectivity R7,Total Connectivity R9,Total Depth,Total Depth R3,Total Depth R5,Total Depth R7,Total Depth R9,xinqiao_try1_Choice_R3,xinqiao_try1_Cluster_Kmeans_850,xinqiao_try1_Integration__HH__R,xinqiao_try1_Total_Connectivity
24,68340.1031649,5099.05028235,68451.3235571,5070.10144402,77143,52,566,3155,9980,645759,1289,10444,49524,133823,0.06087691,0.067797504,0.054868937,0.059705451,0.050288141,0.061999448,0.052525252,0.044496857,0.0516578,0.045203369,3,0.93333334,0.2,4.1237879,1.1647638,1.8816919,2.3935173,2.7271738,8.9068699,8.8888893,12.346124,15.773322,19.229853,0.81585479,1.9305556,1.5834357,1.3422465,1.1562324,0.81585479,1.9305556,1.5834357,1.3422465,1.1562324,0.69100636,0.7227692,0.70757627,0.70342833,0.7016896,0.41836682,0.75463569,0.62593472,0.54660022,0.46381456,114.92611,10.863751,2.5999999,4.03125,5.3942857,6.8902254,10.148936,2.5282052,3.9157212,5.2888198,6.7004766,1579,46,161,351,666,0.012509514,0.07272727,0.038128931,0.025182152,0.017741643,0.61735135,0.1724138,0.23015873,0.26022127,0.25870553,1.2257084,0.51798558,0.63153815,0.74501961,0.86487806,3.5872889,2.2937441,2.6512506,2.8816571,3.1909633,4606,195,617,1288,2307,17143,117,645,1888,4582,52,2,1.9305556,195
25,68419.1798088,5075.20974355,70490.7793779,4977.04537105,118929,427,2058,5830,15013,972185,7936,29619,78235,185779,0.091649696,0.29488704,0.3032186,0.16837478,0.10648119,0.095582649,0.26754385,0.30854574,0.16921604,0.11342979,10,3.7011905,0.3125,4.1860633,1.4910644,2.2109561,2.5130181,2.7674801,9.8761721,21.568628,23.261574,27.988678,33.123409,0.75687087,2.6898866,1.7666191,1.3066586,1.1029344,0.75687087,2.6898866,1.7666191,1.3066586,1.1029344,0.68567568,0.77915937,0.71637034,0.6956116,0.69279492,0.39397949,1.2180526,0.90765566,0.60039532,0.47458285,2073.9241,11.632446,2.2631578,3.4655173,5.2053232,6.8446603,10.915762,2.1163793,3.3371041,5.0892115,6.7762313,1579,58,117,264,516,0.013484396,0.045112781,0.042878561,0.032101702,0.022741869,0.60268068,0.35135135,0.37004405,0.28965959,0.26297748,1.3212293,0.3717629,0.56605297,0.76531082,0.9066723,3.7194254,1.7484432,2.1496711,2.8648562,3.2576733,4606,232,442,964,1868,18356,129,402,1369,3525,428,1,2.6898866,232
26,70445.4669692,4983.5678737,71075.3918764,4800.10001776,22000,50,434,1082,2492,160576,1058,5320,11841,25896,0.0151378,0.089222468,0.11981443,0.053551923,0.028502496,0.017681291,0.075075075,0.14086336,0.06868533,0.035536543,3,0.93333334,0.2,4.1956282,1.2708259,2.1125541,2.4568787,2.6819439,9.1939173,8.6557379,10.76087,13.317091,16.092045,0.69237119,1.8750838,1.4990454,1.1604271,0.99931431,0.69237119,1.8750838,1.4990454,1.1604271,0.99931431,0.67945445,0.71804202,0.69016141,0.67596525,0.67772013,0.36122665,0.87802517,0.84081757,0.58018637,0.4483819,656.09894,12.62294,2.5135136,3.556962,5.2640448,7,11.907512,2.4480519,3.4060402,5.1729321,6.8902078,1579,38,80,179,376,0.014740571,0.084084086,0.065563127,0.048181299,0.03208556,0.58104527,0.21126761,0.33986929,0.27507162,0.24089068,1.444312,0.53330952,0.66709125,0.86175174,1.0006862,3.7960107,2.1127613,2.1809843,2.8768446,3.331692,4606,154,298,665,1348,19919,93,281,937,2625,50,2,1.8750838,154
27,71029.0113645,4818.83371197,71411.9944874,4590.8949084,3144,4,62,146,344,27558,170,1010,1998,4510,0.0025979443,0.078053258,0.036268312,0.020454127,0.0097062718,0.0025268174,0.033333335,0.036236119,0.021889055,0.0099846171,2,0.83333331,0.40000001,4.2012229,1.2112218,1.8891958,2.4155486,2.6036899,8.2167797,4.3278689,5.8978724,7.3103218,8.9107752,0.63768101,1.1708162,1.1542842,1.0145644,0.89650398,0.63768101,1.1708162,1.1542842,1.0145644,0.89650398,0.67380667,0.62596482,0.65125352,0.65239829,0.66012794,0.33313569,0.85794878,0.64772427,0.56865025,0.42667544,445.6817,13.619772,2.5625,3.9830508,5.2931032,7.1292777,12.90469,2.5151515,3.9322033,5.2217193,7.0363069,1579,17,60,117,264,0.016004784,0.20833333,0.10286383,0.07466267,0.04678838,0.56065923,0.13793103,0.22123894,0.26222223,0.2205029,1.5681821,0.854105,0.86633772,0.9856447,1.1154439,3.868993,2.1209126,2.5738363,2.8250003,3.3813255,4606,66,236,442,964,21492,41,235,614,1875,4,3,1.1708162,66
28,68232.9123717,5051.77751423,68330.1993443,5120.03701958,26671,50,554,2692,7168,211064,964,8240,35602,77287,0.019897398,0.069131196,0.033728953,0.026931671,0.023549311,0.021435352,0.060975611,0.038114894,0.029460045,0.025520248,3,1.4333333,0.21428572,4.0483027,1.1879623,1.8173158,2.2880685,2.7169659,8.6885376,8.6715326,12.167068,15.717317,19.174023,0.86052585,1.872734,1.5725051,1.3481729,1.2005111,0.86052585,1.872734,1.5725051,1.3481729,1.2005111,0.69484359,0.717646,0.70780683,0.70739579,0.7070533,0.433198,0.77960026,0.58865976,0.50029635,0.46788383,118.84492,10.351711,2.5853658,4.1111112,5.5864487,6.816,9.6330872,2.5209582,4.1130185,5.5135303,6.5796251,1579,42,172,429,751,0.011860128,0.079268292,0.036601309,0.021482196,0.01553004,0.62282425,0.17721519,0.2106825,0.22928935,0.26861167,1.1620802,0.5339787,0.63592798,0.74174458,0.83297861,3.5133939,2.2559834,2.7455511,3.0321181,3.1257725,4606,167,699,1626,2562,16335,106,703,2391,5112,50,2,1.872734,167
29,68064.5205367,4376.39225411,68248.0923728,5067.12185613,93768,506,3634,12664,30589,762683,8996,50482,161204,327232,0.071899556,0.19468491,0.12354629,0.074952878,0.078849554,0.075360879,0.16849817,0.14167088,0.078368276,0.080180652,10,3.4047618,0.2857143,4.0166979,1.3803775,2.0161612,2.3702915,2.8242691,10.124448,24.501425,31.162291,39.145195,45.975746,0.93773293,2.6814065,1.8354745,1.4683502,1.3019315,0.93773293,2.6814065,1.8354745,1.4683502,1.3019315,0.70111907,0.77516401,0.72918546,0.72007096,0.71654844,0.46838239,0.99136209,0.70395833,0.52941459,0.51132536,714.70691,9.581749,2.4230769,3.8810573,5.4868188,6.5308924,8.8603992,2.3256578,3.8396018,5.334137,6.2110376,1579,79,228,570,875,0.010883639,0.036963038,0.025496082,0.015798658,0.012671002,0.63957202,0.27450982,0.27171493,0.24756852,0.30506039,1.0664017,0.3729386,0.54481828,0.68103647,0.76808959,3.4356139,2.0005527,2.5176725,2.9858916,2.9997313,4606,304,904,2074,2881,15120,189,881,3122,5708,505,1,2.6814065,304
30,68258.5810905,5029.01217718,68355.8680631,5097.27168253,45820,17,245,1460,4949,401079,694,5721,25968,73889,0.037810467,0.033681963,0.020179573,0.017865688,0.021643672,0.036825307,0.019744484,0.014087747,0.014260876,0.016500792,2,0.45833334,0.18181819,4.0424981,1.0184584,1.7492765,2.2774184,2.7234311,8.1795044,6.2172704,8.929286,11.639799,14.289777,0.87348878,1.7745957,1.5847296,1.3681577,1.2170427,0.87348878,1.7745957,1.5847296,1.3681577,1.2170427,0.69592756,0.70857418,0.71004856,0.70975101,0.70878905,0.43909365,0.62562442,0.55645347,0.4987689,0.47226426,118.84492,10.212928,2.6904762,4.1657753,5.5783663,6.7754841,9.4867563,2.6551723,4.0385127,5.4580646,6.4933028,1579,43,188,454,776,0.011684119,0.082462251,0.034040596,0.020258259,0.014923731,0.62842172,0.12345679,0.19783197,0.2309974,0.27384815,1.1448344,0.56350863,0.63102251,0.73090988,0.82166386,3.4885092,2.4880581,2.8188953,3.0258563,3.102684,4606,203,753,1705,2613,16116,113,779,2527,5251,19,2,1.7745957,203
31,68088.8103206,4348.43836981,68273.7610916,5044.35651908,390531,351,3457,15372,42920,3378870,8292,66654,253280,621162,0.31853241,0.12380184,0.1216082,0.10668821,0.14680722,0.31386784,0.12648648,0.10188624,0.082218155,0.10800582,8,2.9242425,0.26666668,4.0014033,1.3072852,1.9296154,2.3772407,2.8410926,9.212141,20.760157,27.891558,35.305561,41.504421,0.9625392,2.5199413,1.8303978,1.5018413,1.338555,0.9625392,2.5199413,1.8303978,1.5018413,1.338555,0.70304859,0.76526839,0.73065758,0.7232942,0.7192353,0.47894296,0.89507818,0.64732295,0.53457391,0.52669621,720.07556,9.3605833,2.4933333,3.9961686,5.4558825,6.4013453,8.6254883,2.453552,3.8433621,5.2156954,6.0288758,1579,76,262,613,893,0.010603149,0.040360361,0.023047451,0.01458554,0.012124232,0.64886087,0.23809524,0.24371374,0.25308135,0.32140845,1.0389187,0.39683464,0.54632932,0.66584933,0.74707431,3.3881495,2.12012,2.6237984,2.937921,2.9244571,4606,366,1047,2179,2909,14771,187,1043,3339,5710,351,1,2.5199413,366
32,67396.3136535,5238.48711205,67604.5501879,5527.44113507,34080,56,541,2749,7462,296084,1527,11756,47886,100554,0.027912393,0.088276103,0.032773495,0.024727965,0.026381321,0.027389929,0.056565657,0.025872787,0.017817097,0.021637453,3,0.7361111,0.15789473,3.9646189,1.2520428,1.7366043,2.2200973,2.7308803,7.0070863,9.2103319,12.956808,16.860544,20.446997,0.92234021,2.0441177,1.6054616,1.4061537,1.2747921,0.92234021,2.0441177,1.6054616,1.4061537,1.2747921,0.69990146,0.73255998,0.71288502,0.71573645,0.71391457,0.45472023,0.85961145,0.54533613,0.47726521,0.4890427,356.16974,9.724968,2.511111,4.2048779,5.6618705,6.5920577,9.0343027,2.4354839,4.1841793,5.5,6.3455272,1579,46,206,557,832,0.011065274,0.068686865,0.031420372,0.016799534,0.013474838,0.64810222,0.21839081,0.18888889,0.21809955,0.29718694,1.0841987,0.48920864,0.62287378,0.71115983,0.78444165,3.4167833,2.1372488,2.8854845,3.1033263,3.0216274,4606,186,847,1968,2761,15346,113,862,3148,5478,62,2,2.0441177,186
33,67400.301746,5252.58562724,67438.2308225,4845.65595494,50273,180,1273,5098,12451,431996,4133,25001,82090,160502,0.040725071,0.15762477,0.081349567,0.055111047,0.048676617,0.040404163,0.10169491,0.063333333,0.045669544,0.04351275,8,2.1416667,0.30769232,4.0446663,1.3739648,1.9490478,2.3822727,2.8128202,13.799093,19.050583,24.928717,31.307753,37.055012,0.88567305,2.4178066,1.717308,1.4192939,1.2551669,0.88567305,2.4178066,1.717308,1.4192939,1.2551669,0.69693482,0.75979489,0.72009099,0.71390021,0.71099114,0.44545779,0.98602182,0.65837401,0.53592658,0.50548077,408.69348,10.086185,2.4333334,3.9800994,5.4566598,6.5733156,9.373209,2.2794759,3.9221938,5.3505216,6.3609815,1579,61,202,474,758,0.01152338,0.048587572,0.029800994,0.01888415,0.014744221,0.61838603,0.26495728,0.24559194,0.25168619,0.29916942,1.1290848,0.41359803,0.58230674,0.70457572,0.7967068,3.477704,2.0061972,2.6143587,2.9438787,3.0100334,4606,229,784,1726,2568,15916,146,800,2581,4976,179,2,2.4178066,229
34,67415.8193341,4677.85900913,67437.0250558,4873.90165974,33951,126,1577,6141,12133,339668,4041,33841,97780,164373,0.032021139,0.094787955,0.078422695,0.057951104,0.044895716,0.027286252,0.066631414,0.053633984,0.049226452,0.037214596,5,1.275,0.22727273,4.0641389,1.2161543,1.8690547,2.417727,2.8342643,11.011456,14.093265,19.605436,24.865768,29.87027,0.90686136,2.2428508,1.7750919,1.4810895,1.2839237,0.90686136,2.2428508,1.7750919,1.4810895,1.2839237,0.69866067,0.74709129,0.72635013,0.71879292,0.71404082,0.45831132,0.79810131,0.61963224,0.56051886,0.51410758,197.18622,9.8738909,2.5645161,4.0329218,5.3239999,6.5210395,9.1532784,2.5034246,3.8945103,5.1992378,6.2461195,1579,63,244,501,809,0.011254142,0.051295612,0.025065469,0.017330661,0.013682874,0.62730223,0.19834711,0.23388773,0.2742531,0.30600497,1.1027044,0.44586113,0.56335115,0.67517865,0.77886248,3.4713273,2.2440743,2.6663122,2.8368559,2.984642,4606,292,929,1837,2706,15581,159,980,2662,5269,126,2,2.2428508,292
35,67356.3414147,4553.91228003,67422.3514352,4694.51253384,45364,125,2018,8029,15624,458967,6021,47062,132467,217179,0.043267678,0.058423411,0.058633678,0.052193366,0.047404874,0.036458824,0.023795927,0.03809344,0.039388545,0.036090225,4,0.61233765,0.13333334,3.9936633,1.0391988,1.9013102,2.457613,2.8970406,10.576909,13.238012,18.726244,24.007923,28.823591,1.0000614,2.5108583,1.9545739,1.6001257,1.3904381,1.0000614,2.5108583,1.9545739,1.6001257,1.3904381,0.70589387,0.76383293,0.74054861,0.72978067,0.72316176,0.49665231,0.63202727,0.64361119,0.58340961,0.5531739,155.32468,9.046895,2.6699028,3.9662576,5.2206573,6.243824,8.3228397,2.524229,3.8334649,4.9973369,5.8850346,1579,104,327,640,932,0.01020532,0.032743193,0.018253893,0.0132309,0.01127704,0.64745402,0.15270936,0.2527048,0.29268292,0.34133837,0.99993861,0.39827019,0.51162046,0.62495095,0.71919781,3.3551497,2.4969165,2.6030777,2.7711899,2.8585896,4606,454,1267,2253,3027,14276,275,1293,3336,5813,119,2,2.5108583,454
36,67410.9274355,5234.59342411,67619.1639698,5523.54744714,26571,28,408,2122,5832,241438,1219,9941,38912,83342,0.022760812,0.07123448,0.026388859,0.02009386,0.021865586,0.021354981,0.031007752,0.018415708,0.013753322,0.016910965,2,0.25396827,0.125,3.9646077,1.1606961,1.6946729,2.2200656,2.730859,6.7070498,6.5739131,9.4450808,12.367562,15.118477,0.92274231,1.9161526,1.5996768,1.4094162,1.2764401,0.92274231,1.9161526,1.5996768,1.4094162,1.2764401,0.69993347,0.72153497,0.71292746,0.71594751,0.71402383,0.45491719,0.76224816,0.52601856,0.47836617,0.48967126,356.16974,9.7211657,2.5813954,4.2417064,5.6510792,6.5848374,9.0275726,2.5081081,4.1993089,5.4842482,6.3342991,1579,44,212,557,832,0.011060451,0.075304538,0.030873392,0.016760645,0.01345744,0.64825559,0.18072289,0.17985612,0.2199095,0.29809436,1.0837262,0.52187908,0.62512624,0.7095136,0.78342879,3.4153097,2.2688234,2.9253211,3.0895813,3.0142725,4606,185,868,1968,2761,15340,111,895,3142,5472,20,2,1.9161526,185
37,67414.9155279,5248.69193931,67452.8446044,4841.762267,49843,144,1254,5297,13148,434440,3909,24792,84751,171765,0.040955473,0.13239852,0.076136775,0.052083693,0.052011386,0.040058572,0.078688525,0.058815252,0.042460922,0.045827337,7,1.8583333,0.30434781,4.0468736,1.2924716,1.9266067,2.355269,2.8170631,13.650707,17.26572,23.002275,29.123394,34.448208,0.88895905,2.3123078,1.7196311,1.4231625,1.2704129,0.88895905,2.3123078,1.7196311,1.4231625,1.2704129,0.69720459,0.75217968,0.72064847,0.71507758,0.71204376,0.44735458,0.88058513,0.6463455,0.52467304,0.51225466,408.69348,10.052598,2.5081968,4,5.5,6.5079155,9.3282671,2.3621399,3.9244113,5.3575387,6.2832685,1579,62,208,501,759,0.011480784,0.050273225,0.029126214,0.018036073,0.014551956,0.61979663,0.22689076,0.2408313,0.24471299,0.3073988,1.1249112,0.43246835,0.58152008,0.7026605,0.78714567,3.4829531,2.1415455,2.6285858,2.9743478,2.9747851,4606,243,807,1804,2570,15863,153,828,2750,4933,149,2,2.3123078,243
38,67430.433116,4673.9653212,67451.6388377,4870.0079718,41052,88,1241,5665,13293,392666,4019,29873,97886,183720,0.03701736,0.076099411,0.056645829,0.052557651,0.049701329,0.032993291,0.038630378,0.036020085,0.039807182,0.040371615,4,0.6857143,0.18181819,4.0745034,1.1338719,1.8513871,2.4176924,2.8588328,10.813509,12.221402,17.241175,22.051899,26.513258,0.9172768,2.245183,1.8019507,1.5165391,1.3172539,0.9172768,2.245183,1.8019507,1.5165391,1.3172539,0.6994974,0.74706095,0.72904414,0.72205061,0.71630806,0.46475771,0.71777213,0.61019498,0.56557304,0.53149581,197.18622,9.7731304,2.6176472,4.0494299,5.2846441,6.3866997,9.0297441,2.5169232,3.9191821,5.1088085,6.093049,1579,69,264,535,813,0.011126354,0.048287973,0.023278089,0.016077464,0.013284093,0.6315341,0.17293233,0.23032629,0.28118128,0.32291022,1.0901835,0.44539797,0.55495411,0.65939611,0.75915504,3.4765277,2.358856,2.6852875,2.8074112,2.9191563,4606,325,1027,1930,2719,15422,178,1065,2822,5186,86,2,2.245183,325
39,67365.9064142,4539.26476906,67436.9652171,4690.6188459,121164,291,2986,13623,32270,1219049,10187,70168,244213,463473,0.11492203,0.085904986,0.068435751,0.094786622,0.099644825,0.09737891,0.051313702,0.043505501,0.065389879,0.073746517,7,1.6385281,0.19444445,4.0086422,1.1630369,1.8986624,2.4991832,2.9271162,11.096513,20.895977,28.989798,36.114933,42.496407,1.0126618,2.656204,1.9882067,1.6639465,1.4232807,1.0126618,2.656204,1.9882067,1.6639465,1.4232807,0.7068305,0.77218044,0.74390471,0.73356861,0.72523952,0.50479674,0.7388705,0.6334551,0.61552018,0.57151651,167.2047,8.9467678,2.5981309,4.0080862,5.0681114,6.1282053,8.1997395,2.4702258,3.8463688,4.8215861,5.7567215,1579,108,372,647,937,0.010078336,0.030153412,0.016259925,0.0126143,0.010969423,0.65184075,0.18957347,0.24287653,0.31828794,0.35587761,0.98749644,0.37647709,0.50296581,0.60098082,0.70260209,3.363656,2.3374584,2.6396532,2.6679609,2.8157365,4606,487,1432,2270,3050,14118,278,1487,3274,5736,265,1,2.656204,487
40,67313.6819694,4546.37317009,67365.8187549,4563.94423379,12131,56,812,3277,5865,145155,2928,21843,57503,86172,0.013684033,0.051870748,0.024293199,0.021477997,0.018417777,0.0097496249,0.026923077,0.01425737,0.014753885,0.01326113,4,0.86666667,0.25,3.9270229,1.0112922,1.6905594,2.3447936,2.8229048,9.4464321,11.307693,16.26886,20.991867,25.271568,1.0066413,2.1105912,1.8170198,1.5782779,1.3926301,1.0066413,2.1105912,1.8170198,1.5782779,1.3926301,0.70638412,0.73731524,0.73324728,0.72915816,0.72346675,0.49157834,0.61234206,0.52723056,0.54405075,0.53873104,55.018059,8.994297,2.6923077,4.218935,5.3178411,6.2465463,8.2735558,2.6220238,4.0768085,5.053587,5.8878717,1579,66,339,668,942,0.010138613,0.052884616,0.019103471,0.012966489,0.011162864,0.64975846,0.13385826,0.18926975,0.27656367,0.34103042,0.99340254,0.47380093,0.55035174,0.63360196,0.71806574,3.3528655,2.533587,2.9029021,2.8484154,2.8660851,4606,336,1341,2314,3059,14193,175,1426,3547,5878,50,2,2.1105912,336
41,66761.7576475,4616.51285662,67331.6536352,4547.71740374,44674,174,2089,7802,15318,444888,6179,44281,120047,200305,0.041940425,0.063543484,0.036625758,0.037450179,0.039318416,0.035904273,0.040673211,0.025534775,0.028533811,0.0304834,6,1.4666667,0.20689656,3.9095387,1.1279262,1.7844546,2.421351,2.8779359,6.1740208,17.717152,25.095911,31.866535,37.554054,1.0584962,2.4966888,1.9422702,1.6578577,1.4620709,1.0584962,2.4966888,1.9422702,1.6578577,1.4620709,0.71016181,0.76309109,0.74250525,0.73518354,0.7286154,0.51460171,0.70683378,0.56956649,0.57747698,0.56946146,574.03333,8.6026611,2.6236558,4.1432099,5.1999998,6.0598207,7.8966565,2.537415,3.9813504,4.9451027,5.6719923,1579,94,406,741,1004,0.0096419295,0.035296869,0.015560445,0.011366712,0.010099442,0.68069309,0.17486338,0.20931678,0.29667345,0.36467201,0.94473642,0.40053052,0.5148614,0.6031881,0.68396133,3.317399,2.386189,2.7994456,2.7592814,2.7796874,4606,441,1555,2532,3192,13575,244,1678,3848,6078,191,2,2.4966888,441
42,67313.6819694,4528.90963978,67376.3366724,4550.02543675,81647,95,1716,9382,22579,877172,4781,48315,182903,343810,0.082692645,0.045784276,0.046729829,0.06749706,0.071460314,0.06561929,0.024259448,0.024734065,0.041613441,0.049565896,4,0.71785712,0.17391305,3.9591653,1.0014921,1.7887683,2.4272914,2.8801744,9.5731163,12.587202,18.076405,23.165838,27.816393,1.0195729,2.3541322,1.9355634,1.6433804,1.4223348,1.0195729,2.3541322,1.9355634,1.6433804,1.4223348,0.7073403,0.75423133,0.74113667,0.73298568,0.72549939,0.50196904,0.60089529,0.58022493,0.58550793,0.55975741,66.117233,8.8929024,2.6966293,4.0938339,5.1532736,6.1518326,8.1491537,2.6258206,3.9068151,4.8698454,5.7724047,1579,90,374,673,956,0.010010022,0.038559753,0.016633514,0.012379356,0.010800487,0.65420067,0.13714285,0.22132254,0.30416355,0.35297212,0.98080289,0.42478499,0.51664543,0.60850185,0.70306939,3.3614612,2.5512812,2.753315,2.733227,2.82936,4606,457,1438,2328,3102,14033,240,1527,3463,5875,99,2,2.3541322,457
43,66749.4851573,4600.53080985,67331.6536352,4530.25387344,135233,424,5823,23001,47178,1386500,15620,121211,361288,623541,0.13070795,0.091284975,0.097974844,0.11121,0.1211787,0.1086861,0.050566487,0.069449581,0.083441861,0.092772193,8,1.8857143,0.19512194,3.9446349,1.1262573,1.9310832,2.5045993,2.9375768,6.2585521,24.0184,33.137302,41.429043,48.005989,1.069461,2.7801511,2.0762362,1.7071558,1.490429,1.069461,2.7801511,2.0762362,1.7071558,1.490429,0.71094191,0.77854556,0.74963456,0.73792881,0.73035026,0.52460021,0.70257002,0.65701586,0.61458504,0.59185171,586.3949,8.5247145,2.6230769,3.9487805,5.0820994,5.9692764,7.8015633,2.4974358,3.7857597,4.8214984,5.5620322,1579,131,411,744,1010,0.0095430752,0.025163984,0.014419464,0.011002963,0.0098596755,0.68396676,0.17898832,0.25828221,0.31643003,0.37605774,0.93505049,0.35969266,0.48164076,0.58576959,0.67094773,3.324177,2.3963747,2.5796657,2.6766047,2.7388279,4606,585,1573,2549,3208,13452,341,1619,3776,6023,420,1,2.7801511,585
44,67355.141874,4666.38243075,68072.5391725,4380.03090123,234881,1101,8412,30952,71584,2093541,25471,145150,445424,855193,0.19736202,0.20706783,0.15133783,0.15061785,0.17604372,0.18877271,0.16506746,0.13852386,0.12724201,0.15014179,14,3.6697803,0.24137931,3.9912601,1.3989867,2.0331571,2.5137308,2.9417174,14.053468,35.907539,46.470863,56.881409,64.45916,1.0332612,3.1578317,2.0653255,1.6547028,1.4439635,1.0332612,3.1578317,2.0653255,1.6547028,1.4439635,0.70834208,0.79835391,0.74728334,0.73416835,0.72714448,0.51283258,1.029443,0.71518093,0.6056869,0.5778268,772.43518,8.7883396,2.3793104,3.8538682,5.1575933,6.0972366,8.0579681,2.2862904,3.7776172,4.9189968,5.6897659,1579,117,350,699,978,0.0098774126,0.023988007,0.01640154,0.011929966,0.010445157,0.65878171,0.30131003,0.28138527,0.30357572,0.35989717,0.9678095,0.31667298,0.48418519,0.60433817,0.69253826,3.3608391,1.9516517,2.4875031,2.7373619,2.7998049,4606,496,1385,2432,3117,13868,276,1345,3600,5957,1105,1,3.1578317,496
